Team,Rk,Player,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
Arizona State,12,Grant Fogerty,2,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0
Arizona State,13,Romaine Jackson,4,1.3,0,0,,0,0,,0,0,,0,0,,0.3,0,0,0,0.5,0,0
Arizona State,14,Chris Odionu,2,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0.5,0
Stanford,1,Reid Travis,27,30.1,6.5,11.3,0.579,6.5,11.2,0.581,0,0,0,4.4,6.7,0.652,8.9,0.5,0.5,0.2,2.1,2.4,17.4
Stanford,2,Dorian Pickens,31,29.9,4,9.3,0.429,1.8,3.8,0.475,2.2,5.5,0.396,2.5,3.5,0.738,3.5,1.2,1,0.1,1.4,1.8,12.6
Stanford,3,Michael Humphrey,30,24,3.8,8.3,0.456,3.6,7.4,0.484,0.2,0.9,0.222,1.7,2.3,0.729,6.2,0.9,0.9,0.6,1.6,3.5,9.4
Stanford,4,Marcus Allen,29,26.3,3.1,7.2,0.433,2.8,5.5,0.506,0.3,1.7,0.2,1.5,2.4,0.629,2.3,1.8,1.2,0.1,1.6,2,8.1
Stanford,5,Robert Cartwright,31,24.7,2.4,6.7,0.354,1.5,3.4,0.438,0.9,3.4,0.269,1,1.4,0.762,1.8,3.5,1,0,1.5,1.6,6.7
Stanford,6,Marcus Sheffield,31,18.9,2.1,5.9,0.363,1.4,3.6,0.387,0.7,2.3,0.324,1.7,2.1,0.813,1.5,1.5,0.8,0.1,1.2,1.3,6.7
Stanford,7,Grant Verhoeven,30,12.6,1.4,2.7,0.519,1.2,2.3,0.544,0.2,0.4,0.385,0.8,1.1,0.727,2.4,0.2,0.4,0.2,0.4,2.3,3.8
Stanford,8,Josh Sharma,31,13.4,1.3,3.4,0.39,1.1,2.7,0.422,0.2,0.7,0.273,0.4,0.9,0.448,2.9,0.1,0.3,1.1,0.7,2.6,3.3
Stanford,9,Christian Sanders,31,17.2,0.9,2.3,0.408,0.6,1.5,0.375,0.4,0.7,0.478,0.8,1.2,0.658,1.9,3.3,0.5,0.1,1.8,1.7,3
Stanford,10,Malcolm Allen,13,8.7,0.7,1.6,0.429,0.6,1.2,0.533,0.1,0.5,0.167,0.5,0.6,0.75,0.8,0.8,0.5,0,0.3,0.6,1.9
Stanford,11,Cameron Walker,14,7.1,0.3,0.8,0.364,0.3,0.7,0.4,0,0.1,0,0.8,1.1,0.688,1.8,0.2,0.2,0.1,0.6,1,1.4
Stanford,12,Trevor Stanback,16,5.7,0.2,1.1,0.176,0.2,1.1,0.176,0,0,,0.3,0.9,0.286,0.7,0.4,0.2,0.2,0.3,0.5,0.6
Stanford,13,Rodney Herenton,5,1,0.2,0.8,0.25,0.2,0.6,0.333,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0.4
Stanford,14,Blake Pagon,5,2,0,0.4,0,0,0.2,0,0,0.2,0,0.4,0.4,1,0.4,0,0.2,0,0.2,0,0.4
Stanford,15,Josh Hanson,4,1.3,0,0.3,0,0,0,,0,0.3,0,0,0,,0,0,0,0,0,0,0
Washington State,1,Josh Hawkinson,31,35.4,5.6,10.5,0.531,4.7,8.3,0.564,0.9,2.2,0.406,3.4,4.1,0.833,10.2,2.5,0.6,0.8,1.7,2.4,15.5
Washington State,2,Ike Iroegbu,31,34.2,4.3,9.6,0.451,3.3,6.7,0.483,1.1,2.8,0.375,2.9,4.2,0.679,4.2,3.6,0.7,0.1,2.1,2,12.6
Washington State,3,Charles Callison,31,27.2,3.7,8.1,0.456,2.3,4.9,0.477,1.4,3.2,0.424,1,1.2,0.842,1.7,2.2,1.3,0.4,1.6,2.4,9.7
Washington State,4,Malachi Flynn,31,33.1,3.4,8.5,0.395,1.5,3.6,0.407,1.9,4.8,0.387,1.2,1.6,0.735,2.9,2.9,0.7,0,2.1,1.9,9.7
Washington State,5,Conor Clifford,31,19.7,4.1,6.9,0.589,4.1,6.9,0.592,0,0,0,1.3,1.5,0.851,2.7,0.9,0,0.6,1.7,2.7,9.4
Washington State,6,Derrien King,9,24.6,1.9,6.7,0.283,1.3,3.9,0.343,0.6,2.8,0.2,2.2,2.9,0.769,4.3,0.8,0.3,0.2,2.7,2.1,6.6
Washington State,7,Robert Franks,31,16.4,2.4,5.4,0.44,1.7,3.4,0.514,0.6,2,0.311,1,1.3,0.732,3.3,0.8,0.1,0.6,1.3,1.9,6.3
Washington State,8,Viont'e Daniels,27,17.1,1,2.6,0.4,0.4,0.9,0.478,0.6,1.7,0.362,0.2,0.4,0.5,1.2,1.3,0.4,0.1,0.4,1.2,2.9
Washington State,9,Jeff Pollard,24,8.5,0.7,1.5,0.472,0.7,1.5,0.472,0,0,,0.4,0.7,0.625,1.8,0.2,0.2,0.1,0.3,1,1.8
Washington State,10,KJ Langston,20,8,0.7,2.4,0.277,0.4,1.1,0.333,0.3,1.3,0.231,0,0.1,0,0.6,0.3,0.3,0,0.4,0.5,1.6
Washington State,11,Steven Shpreyregin,7,4.1,0.3,1.4,0.2,0.1,0.3,0.5,0.1,1.1,0.125,0,0,,0.4,0.1,0,0,0,0.6,0.7
Washington,1,Markelle Fultz,25,35.7,8.4,17.6,0.476,6.3,12.5,0.502,2.1,5,0.413,4.4,6.7,0.649,5.7,5.9,1.6,1.2,3.2,2.5,23.2
Washington,2,David Crisp,31,32.9,4.9,11.8,0.411,2.4,5.1,0.471,2.5,6.8,0.367,1.5,2.3,0.686,3.2,3.1,0.5,0.1,2.5,2.4,13.8
Washington,3,Noah Dickerson,31,27.2,4.7,8.6,0.547,4.7,8.3,0.562,0,0.3,0.111,3.1,4.6,0.676,8.2,0.8,0.5,0.5,1.5,3.2,12.5
Washington,4,Matisse Thybulle,31,29.9,3.8,8.4,0.448,2.1,4.2,0.492,1.7,4.2,0.405,1.2,1.4,0.841,3.1,1.8,2.1,0.7,2,2.9,10.5
Washington,5,Carlos Johnson,31,17.9,2.3,5.6,0.406,2.1,4.6,0.448,0.2,1,0.219,1.1,1.7,0.611,3,0.7,0.3,0.2,1.2,2.3,5.9
Washington,6,Malik Dime,20,21.5,2.1,4.1,0.512,2.1,4.1,0.512,0,0,,1.3,2.2,0.605,5.5,0.8,0.5,2.5,1.1,2.9,5.5
Washington,7,Dominic Green,30,21.6,1.9,6,0.317,1,2.7,0.363,0.9,3.3,0.28,0.7,1,0.759,2.1,0.7,0.4,0.4,1,1.9,5.5
Washington,8,Sam Timmins,31,14.5,1.5,3,0.489,1.4,2.7,0.506,0.1,0.2,0.286,0.2,0.5,0.375,3.8,0.3,0.4,0.6,1.2,1.6,3.2
Washington,9,Matthew Atewe,19,8.7,0.8,1.6,0.516,0.8,1.6,0.516,0,0,,0.5,1.1,0.476,2.3,0.1,0.2,0.7,0.7,1.4,2.2
Washington,10,Greg Bowman,11,1.9,0.5,0.8,0.556,0.5,0.8,0.556,0,0,,0.2,0.5,0.333,1,0.1,0.1,0,0.1,0.1,1.1
Washington,11,Dan Kingma,19,6.3,0.3,0.9,0.294,0.1,0.2,0.25,0.2,0.7,0.308,0.1,0.3,0.333,0.5,0.5,0.2,0,0.4,0.8,0.8
Washington,12,Quin Barnard,9,1.4,0.2,0.6,0.4,0,0,,0.2,0.6,0.4,0,0,,0.1,0.2,0,0,0.1,0,0.7
Washington,13,Bitumba Baruti,17,4.2,0.2,0.8,0.286,0.2,0.5,0.5,0,0.4,0,0.2,0.2,1,0.4,0.1,0.1,0,0.3,0.7,0.6
Washington,14,Devenir Duruisseau,19,3.7,0.2,0.5,0.4,0.2,0.5,0.4,0,0,,0,0,,0.9,0.1,0.1,0.1,0.3,0.7,0.4
Oregon State,1,Tres Tinkle,6,34.8,6,13.5,0.444,5.3,9.3,0.571,0.7,4.2,0.16,7.5,9.7,0.776,8.3,2.3,2.2,0.8,3.2,2,20.2
Oregon State,2,Stephen Thompson Jr.,26,36.2,5.7,14.3,0.397,3.5,7.9,0.442,2.2,6.4,0.341,2.7,4.3,0.634,4.3,3,1.4,0.2,2.8,2.2,16.3
Oregon State,3,Drew Eubanks,32,32.1,5.7,9.7,0.587,5.7,9.7,0.587,0,0,,3.1,4.3,0.712,8.3,1.2,0.6,2.2,3,2.9,14.5
Oregon State,4,Jaquori McLaughlin,32,33.8,3.5,9.2,0.383,1.7,4.3,0.401,1.8,4.9,0.367,1.6,2.2,0.743,2.2,3.3,0.8,0.3,2.2,2.8,10.5
Oregon State,5,Kendal Manuel,32,28.8,2.7,7.2,0.376,1.1,2.9,0.362,1.6,4.2,0.385,0.8,1.1,0.706,2.4,1.6,0.9,0.1,1.8,2.1,7.8
Oregon State,6,Gligorije Rakocevic,32,18.7,1.7,3.7,0.454,1.4,3.1,0.46,0.3,0.6,0.421,0.9,1.8,0.526,3.7,0.2,0.2,0.3,1.2,2.4,4.6
Oregon State,7,Cheikh N'diaye,9,10.8,1.3,2.6,0.522,1.3,2.6,0.522,0,0,,0.9,1.4,0.615,2.2,0.1,0,0.8,1.1,1.4,3.6
Oregon State,8,Ben Kone,23,13.4,1,3.3,0.293,0.7,2.3,0.278,0.3,0.9,0.333,0.7,1,0.625,2.7,0.2,0.3,0.1,1,2,2.9
Oregon State,9,Ronnie Stacy,31,13,0.8,2.2,0.382,0.8,1.9,0.414,0.1,0.3,0.2,0.5,0.8,0.577,1.6,0.9,0.5,0,1.3,1.4,2.2
Oregon State,10,Keondre Dew,6,11.7,0.8,3.2,0.263,0.8,3.2,0.263,0,0,,0.3,1,0.333,3.2,0.7,0.5,0.2,2,1.8,2
Oregon State,11,Daine Muller,21,9.9,0.6,1.3,0.464,0,0,,0.6,1.3,0.464,0.1,0.2,0.75,0.9,0.9,0.1,0,0.4,0.9,2
Oregon State,12,Matt Dahlen,30,10.4,0.6,1.1,0.5,0.6,1.1,0.515,0,0,0,0.4,0.8,0.5,1.9,0.6,0.3,0.1,0.7,2.1,1.5
Oregon State,13,Tanner Sanders,29,8.6,0.2,1.1,0.219,0.2,0.3,0.5,0.1,0.8,0.091,0,0.1,0,1.1,0.4,0.3,0.1,0.3,0.7,0.6
Villanova,1,Josh Hart,36,33.1,6.6,12.9,0.51,4.5,7.8,0.579,2.1,5.1,0.404,3.5,4.7,0.747,6.4,2.9,1.5,0.3,2,2.3,18.7
Villanova,2,Jalen Brunson,36,31.1,5.1,9.4,0.541,3.9,6.3,0.621,1.2,3.1,0.378,3.3,3.8,0.876,2.6,4.1,0.9,0,2.1,1.6,14.7
Villanova,3,Kris Jenkins,36,31.1,3.9,10.3,0.384,1.6,3.6,0.427,2.4,6.6,0.36,2.8,3.2,0.862,4.1,2,1.1,0.3,1.4,1.9,13.1
Villanova,4,Mikal Bridges,36,29.8,3.6,6.5,0.549,2.3,3.4,0.694,1.2,3.1,0.393,1.4,1.6,0.911,4.6,2,1.7,0.9,1.3,2.3,9.8
Villanova,5,Donte DiVincenzo,36,25.5,3,6.5,0.466,1.9,3.3,0.563,1.2,3.2,0.365,1.6,2.3,0.699,3.8,1.7,0.9,0.3,1.4,1.6,8.8
Villanova,6,Eric Paschall,36,21.7,2.8,5.4,0.513,2.3,3.5,0.638,0.5,1.9,0.279,1.1,1.6,0.695,3.8,0.6,0.5,0.5,1.2,2.5,7.2
Villanova,7,Phil Booth,3,24,1.7,6.3,0.263,0.7,3,0.222,1,3.3,0.3,1.3,1.3,1,1.7,2,0.3,0,2,1,5.7
Villanova,8,Darryl Reynolds,31,23.8,1.8,2.6,0.688,1.8,2.6,0.688,0,0,,0.9,1.4,0.674,5.4,0.6,0.5,0.9,1.1,1.7,4.5
Villanova,9,Dylan Painter,22,5.8,0.3,0.6,0.429,0.3,0.5,0.545,0,0.1,0,0.4,0.5,0.667,1.4,0,0,0,0.2,0.6,0.9
Villanova,10,Tim Delaney,7,3.7,0.1,0.3,0.5,0,0,,0.1,0.3,0.5,0,0,,0.3,0,0,0,0.3,0.6,0.4
Villanova,11,Denny Grace,7,1.4,0,0,,0,0,,0,0,,0,0,,0.3,0,0,0,0.1,0.3,0
Villanova,12,Matt Kennedy,7,2,0,0,,0,0,,0,0,,0,0,,0.1,0,0,0,0,0,0
Villanova,13,Tom Leibig,7,1.6,0,0,,0,0,,0,0,,0,0.1,0,0.4,0,0.1,0,0,0,0
Butler,1,Kelan Martin,34,28.7,5.3,12.4,0.428,3.4,7,0.489,1.9,5.4,0.348,3.5,4.5,0.784,5.8,1.2,0.7,0.4,1.9,2.2,16
Butler,2,Andrew Chrabascz,34,32.7,3.8,8.4,0.454,3.1,6.3,0.484,0.7,2,0.362,3.1,4.1,0.761,4.6,3.1,0.7,0.3,1.7,2.4,11.4
Butler,3,Kamar Baldwin,34,26.9,4.1,8.2,0.495,3,5.4,0.557,1,2.8,0.372,1,1.3,0.756,3.7,1.5,1.7,0.5,1.5,2.2,10.1
Butler,4,Avery Woodson,34,22.4,3,7,0.433,0.8,1.8,0.467,2.2,5.2,0.421,0.6,0.8,0.769,2.6,0.7,0.3,0.3,0.3,1.7,8.9
Butler,5,Kethan Savage,30,20.4,2.6,5.8,0.443,2.1,4.2,0.5,0.5,1.6,0.292,2.4,3.2,0.747,2.7,1.5,0.9,0.2,1.1,2,8
Butler,6,Tyler Wideman,34,23,2.8,4.6,0.615,2.8,4.5,0.623,0,0.1,0,1.6,2.4,0.654,5,0.4,0.6,0.8,1.1,3,7.2
Butler,7,Tyler Lewis,34,21.9,2.1,4,0.518,1.4,2.4,0.605,0.6,1.6,0.393,1.7,2.4,0.738,1.4,4,0.6,0,1,1.7,6.6
Butler,8,Nate Fowler,34,11.9,1.9,2.9,0.667,1.6,2.3,0.718,0.3,0.6,0.476,1.1,1.4,0.787,2.1,0.4,0.2,0.1,0.6,1.7,5.3
Butler,9,Joey Brunk,7,7,1,1.9,0.538,1,1.6,0.636,0,0.3,0,1.1,1.7,0.667,1,0.1,0.1,0.1,0.4,1.1,3.1
Butler,10,Sean McDermott,30,10.7,0.7,1.8,0.415,0.2,0.4,0.636,0.5,1.4,0.357,0.3,0.5,0.667,1.4,0.3,0.2,0.2,0.3,1.4,2.3
Butler,11,Trey Pettus,7,3.4,0.6,1.4,0.4,0.6,0.9,0.667,0,0.6,0,0.1,0.3,0.5,0.3,0.4,0,0,0.3,0.4,1.3
Butler,12,Henry Baddley,24,4.9,0.5,1,0.44,0.5,0.7,0.647,0,0.3,0,0.2,0.4,0.444,0.8,0.2,0.3,0.1,0.3,0.7,1.1
Butler,13,Steven Bennett,7,4.1,0.3,1.3,0.222,0.1,0.4,0.333,0.1,0.9,0.167,0,0.1,0,0.4,0.4,0,0,0.3,0.4,0.7
Creighton,1,Marcus Foster,35,30.9,7,15.2,0.461,4.9,9.1,0.541,2.1,6.1,0.343,2.1,3.1,0.701,2.9,2.4,0.6,0.1,2.2,1.9,18.2
Creighton,2,Justin Patton,35,25.3,5.7,8.5,0.676,5.5,8,0.683,0.2,0.4,0.533,1.3,2.5,0.517,6.2,1.2,0.9,1.4,1.7,2.7,12.9
Creighton,3,Maurice Watson Jr.,19,29.9,5.1,10.1,0.508,4.3,8.4,0.516,0.8,1.7,0.469,1.9,2.7,0.692,2.6,8.5,1.5,0,3.7,1.9,12.9
Creighton,4,Khyri Thomas,35,31.2,4.6,9.3,0.5,3.3,5.9,0.563,1.3,3.4,0.39,1.7,2.2,0.766,5.8,3.3,1.5,0.4,2,1.6,12.3
Creighton,5,Cole Huff,35,23,3,6.6,0.459,1.3,2.8,0.454,1.8,3.8,0.463,1.3,1.6,0.839,3.9,0.6,0.4,0.1,0.6,1.7,9.2
Creighton,6,Zach Hanson,20,10.2,2.4,3.8,0.64,2.4,3.8,0.64,0,0,,0.6,1.4,0.444,2.3,0.3,0.3,0.1,0.6,1.3,5.4
Creighton,7,Toby Hegner,35,16.7,1.7,3.5,0.472,0.7,1.5,0.5,0.9,2,0.451,0.8,1.2,0.643,3.4,0.5,0.4,0.3,0.4,1.9,5
Creighton,8,Isaiah Zierden,35,20,1.3,3.2,0.42,0.2,0.4,0.462,1.2,2.8,0.414,1.1,1.1,0.925,2,0.8,0.4,0.1,0.6,1.4,4.9
Creighton,9,Davion Mintz,29,12.2,1,2.7,0.385,0.7,1.8,0.396,0.3,0.9,0.36,0.9,1.1,0.788,1.1,1.8,0.5,0.1,1.2,1.2,3.3
Creighton,10,Martin Krampelj,28,6.1,1.1,2.1,0.525,1,1.8,0.569,0.1,0.3,0.25,0.6,1,0.552,2.3,0.2,0,0.4,0.4,1,2.9
Creighton,11,Ronnie Harrell,26,7.3,0.9,1.8,0.489,0.8,1.3,0.571,0.1,0.5,0.25,0.7,1.1,0.643,1.9,0.7,0.2,0.1,0.3,0.5,2.6
Creighton,12,Tyler Clement,28,9.4,0.6,1.3,0.486,0.4,0.6,0.625,0.3,0.7,0.368,0.1,0.3,0.571,1,1.4,0.3,0,0.9,1.3,1.6
Creighton,13,Jordan Scurry,11,2.8,0.5,1.1,0.5,0.2,0.2,1,0.4,0.9,0.4,0,0,,0.4,0.4,0.1,0,0,0.3,1.5
Creighton,14,Kobe Paras,15,4.7,0.5,1.5,0.348,0.4,0.9,0.462,0.1,0.7,0.2,0.1,0.5,0.286,0.9,0.2,0.1,0.1,0.3,0.7,1.3
Seton Hall,1,Khadeen Carrington,33,33.3,5.7,13.5,0.424,3.8,8.5,0.448,1.9,5,0.382,3.7,5.1,0.731,3.1,2.9,1.2,0.3,2.3,1.9,17.1
Seton Hall,2,Desi Rodriguez,33,31.9,5.8,13.2,0.439,4.3,9,0.48,1.5,4.3,0.355,2.6,4,0.639,5.2,1.8,0.8,0.4,2.1,2.5,15.7
Seton Hall,3,Angel Delgado,33,33,6,11,0.543,6,11,0.543,0,0,,3.3,5.9,0.556,13,2.2,0.6,0.3,3,2.5,15.2
Seton Hall,4,Myles Powell,33,23.8,3.6,9.1,0.392,1.5,2.9,0.521,2.1,6.2,0.332,1.5,1.8,0.817,2.2,0.9,0.9,0.2,1,2,10.7
Seton Hall,5,Madison Jones,33,29.5,2.1,5.1,0.411,1.7,3.7,0.447,0.4,1.4,0.311,1.2,1.8,0.683,2.5,3.2,1.8,0.1,2,2.8,5.8
Seton Hall,6,Michael Nzei,33,18,1.6,2.5,0.643,1.6,2.5,0.651,0,0,0,1.1,1.8,0.593,3.8,0.2,0.4,0.5,0.9,2.5,4.3
Seton Hall,7,Ismael Sanogo,28,22.3,1.1,2.6,0.438,1.1,2.5,0.443,0,0.1,0.333,0.7,1.4,0.5,5.6,0.8,0.9,0.6,1.1,2.3,3
Seton Hall,8,Eron Gordon,18,4.1,0.6,1.4,0.385,0.5,0.8,0.6,0.1,0.6,0.091,0.1,0.1,1,0.8,0.3,0.2,0,0.3,0.7,1.3
Seton Hall,9,Veer Singh,9,9.3,0.3,1.7,0.2,0.1,0.3,0.333,0.2,1.3,0.167,0.4,0.6,0.8,1.6,0.1,0,0.1,0.6,1.1,1.3
Seton Hall,10,Myles Carter,5,6.6,0.4,1.4,0.286,0.4,1.4,0.286,0,0,,0,0.2,0,1.4,0,0.2,0,0.6,1,0.8
Seton Hall,11,Jevon Thomas,10,9.2,0.2,1.1,0.182,0.1,0.8,0.125,0.1,0.3,0.333,0.2,0.9,0.222,1,0.8,1.1,0,1.3,1.7,0.7
Seton Hall,12,Dalton Soffer,10,3,0.2,1.2,0.167,0,0,,0.2,1.2,0.167,0,0,,0.2,0,0.1,0,0.1,0.2,0.6
Seton Hall,13,Rashed Anthony,29,4.4,0.1,0.2,0.333,0.1,0.2,0.333,0,0,,0.1,0.1,1,0.6,0,0,0,0.1,1.2,0.2
Seton Hall,14,Manny Anderson,4,1.3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0
Seton Hall,15,MIchael Dowdy,6,1.5,0,0,,0,0,,0,0,,0,0,,0.2,0,0,0,0,0,0
Providence,1,Rodney Bullock,33,32.8,5.4,12.3,0.436,4,7.9,0.502,1.4,4.4,0.317,3.6,4.8,0.748,6.4,1.4,1.2,0.8,2.5,2.3,15.7
Providence,2,Emmitt Holt,32,27.5,4.7,8.9,0.523,4,7,0.571,0.7,1.9,0.344,2.6,3.8,0.678,5.4,1,0.7,0.8,1.4,3.2,12.5
Providence,3,Kyron Cartwright,33,33.1,4,9.5,0.42,3.1,7.1,0.432,0.9,2.4,0.388,2.4,3.4,0.714,3.5,6.7,1.1,0,2.9,2,11.4
Providence,4,Jalen Lindsey,32,32.1,3.3,7.3,0.457,1,2.2,0.451,2.3,5,0.46,1.8,2.4,0.74,4.3,0.7,0.9,0.3,0.7,2.2,10.7
Providence,5,Alpha Diallo,33,21.4,1.8,4.4,0.407,1.5,3.3,0.463,0.3,1.1,0.243,1.9,2.5,0.738,3.2,1.2,0.9,0.2,1.2,2.4,5.7
Providence,6,Isaiah Jackson,33,16.7,1.9,4,0.481,1.4,2.6,0.523,0.6,1.4,0.404,1.2,1.5,0.745,2.4,1.2,0.5,0.3,1.1,1.4,5.6
Providence,7,Kalif Young,33,13.1,1.3,2.6,0.518,1.3,2.5,0.524,0,0,0,0.5,1.4,0.37,3.2,0.4,0.4,0.5,1,1.7,3.2
Providence,8,Drew Edwards,8,10.8,1,2.4,0.421,0.6,1.6,0.385,0.4,0.8,0.5,0.6,1.3,0.5,0.6,0.3,0.5,0.1,0.6,1.3,3
Providence,9,Ryan Fazekas,30,11.8,1,2.7,0.388,0.3,0.7,0.429,0.7,2,0.373,0.2,0.3,0.667,1.1,0.3,0.4,0.1,0.2,0.9,3
Providence,10,Maliek White,33,11.5,1,2.5,0.381,0.6,1.4,0.426,0.4,1.1,0.324,0.2,0.3,0.545,1,1.3,0.6,0.1,1,1.1,2.5
Providence,11,Casey Woodring,4,1.8,0.3,1.5,0.167,0,0.3,0,0.3,1.3,0.2,0,0,,0.5,0,0,0,0,0,0.8
Providence,12,Ricky Council II,5,4,0.2,1.2,0.167,0,0,,0.2,1.2,0.167,0,0,,0.6,0,0,0,0.6,0.2,0.6
Providence,13,Tom Planek,7,1.9,0,0,,0,0,,0,0,,0,0.4,0,0.9,0,0,0.1,0.3,0.1,0
Marquette,1,Markus Howard,31,22,4.4,8.7,0.506,1.7,3.8,0.454,2.6,4.8,0.547,1.8,2,0.889,2.2,2.3,0.8,0.1,2,2.5,13.2
Marquette,2,JaJuan Johnson,31,26,4.4,9.3,0.476,3.4,6.6,0.515,1,2.7,0.381,2.1,2.6,0.793,4.1,2.7,1.9,0.5,2.3,1.6,12
