,Team,First_name,Last_name,GP,GS,MPG,USG_P,OFF_RTG,DEF_RTG,TS_P,EFG_P,FT_RATE,3FG_TEND,OFF_REB_P,DEF_REB_P,REB_P,AST_P,STL_P,BLK_P,TO_P
0,North Carolina,Shea,Rush,20,0,1.7,29.5,83.1,92.1,0.389,0.321,85.7,21.4,3.2,9.8,6,0,0.051,0.034,0.094
1,North Carolina,Justin,Jackson,40,39,32,25.8,119,101.9,0.559,0.531,22,47.7,4.8,10.8,7.1,0.158,0.014,0.008,0.094
2,North Carolina,Kennedy,Meeks,40,40,24.3,22.6,122.7,92,0.577,0.555,38.5,0,16.5,25.1,19.1,0.076,0.022,0.054,0.1
3,North Carolina,Joel,Berry II,38,37,30.4,22.1,117.9,99.7,0.573,0.529,32.1,53.9,1.5,9.5,5,0.197,0.026,0.005,0.129
4,North Carolina,Isaiah,Hicks,39,39,23.3,21.6,121.1,98.6,0.63,0.576,48,0,8.4,16.8,11.5,0.106,0.01,0.036,0.149
5,North Carolina,Tony,Bradley,38,0,14.6,20.5,128,97.4,0.6,0.573,59,0,18.6,18.9,17.3,0.071,0.01,0.044,0.1
6,North Carolina,Luke,Maye,35,1,14.2,19.3,114.3,98,0.54,0.528,23.3,24.5,12.3,17.4,13.6,0.136,0.017,0.016,0.143
7,North Carolina,Seventh,Woods,40,0,7.7,17.7,74.4,93.9,0.391,0.3,68.3,18.3,2.1,17.1,8.7,0.224,0.038,0.007,0.35
8,North Carolina,Theo,Pinson,21,13,23.8,15,108.5,98.8,0.479,0.42,41.6,33.6,5.9,14.9,9.5,0.227,0.02,0.009,0.188
9,North Carolina,Brandon,Robinson,37,0,7.6,14.6,102.8,99.9,0.455,0.398,42.2,46.9,4.1,12.3,7.5,0.145,0.018,0.012,0.156
10,North Carolina,Stilman,White,27,1,3.6,14.6,143,102.9,0.681,0.55,90,20,5.4,6.7,5.6,0.078,0.017,0,0.097
11,North Carolina,Nate,Britt,40,7,19,14.1,103.5,99,0.459,0.425,20.4,43.1,1.5,8.8,4.7,0.182,0.03,0.003,0.158
12,North Carolina,Kenny,Williams,26,22,23.7,13.5,112.6,100.5,0.532,0.514,21.6,57.6,5.8,9.1,6.9,0.135,0.021,0.014,0.165
13,North Carolina,Kanler,Coker,21,1,1.3,11.7,146.7,101.4,0.726,0.5,125,0,7.5,7.7,7,0.052,0.02,0,0.139
14,North Carolina,Aaron,Rohlman,20,0,1.7,2.8,-,91.1,0,0,0,0,3.2,39.3,19.4,0.04,0.017,0,0.5
15,Florida State,Dwayne,Bacon,35,35,28.8,29.4,108.3,103.1,0.548,0.51,28.2,35,4,11.9,7.5,0.116,0.019,0.004,0.114
16,Florida State,PJ,Savoy,28,0,8.1,28.6,121.3,103.1,0.609,0.588,26.3,87.7,2,9,5.2,0.058,0.025,0.005,0.066
17,Florida State,CJ,Walker,33,0,12.5,21.4,104.8,102.4,0.502,0.46,40.4,41.2,3.6,8.6,5.7,0.174,0.027,0.005,0.135
18,Florida State,Jonathan,Isaac,32,32,26.2,20.3,120.5,93.2,0.622,0.568,46.1,34.8,7.7,25,15.3,0.075,0.025,0.062,0.135
19,Florida State,Xavier,Rathan-Mayes,35,35,27.7,20.3,110.5,103.9,0.532,0.52,39.5,41.9,2.6,10,5.9,0.288,0.019,0.004,0.158
20,Florida State,Brandon,Allen,14,0,6.1,19.9,124.7,105.6,0.639,0.625,6.3,71.9,1.3,6.2,3.6,0.082,0.013,0.025,0.084
21,Florida State,Braian,Angola-Rodas,34,0,11.8,18,121.4,102.3,0.59,0.543,35.7,43.5,3.2,11.8,7,0.171,0.021,0.011,0.119
22,Florida State,Michael,Ojo,35,34,12.2,17.9,123.9,99.4,0.648,0.564,71.3,0,14.9,14.4,13.4,0.027,0.013,0.075,0.169
23,Florida State,Trent,Forrest,35,0,15.4,17.3,108.1,96.8,0.534,0.477,55,6.2,6.7,12.6,8.9,0.163,0.045,0.01,0.179
24,Florida State,Jarquez,Smith,35,3,13.1,16.7,110.1,100,0.566,0.535,40,8.7,8.5,15.2,11,0.061,0.01,0.069,0.156
25,Florida State,Terance,Mann,35,34,25,15.2,122.1,102.3,0.62,0.593,44.9,11.6,8.6,11.5,9.3,0.109,0.022,0.007,0.15
26,Florida State,Christ,Koumadje,35,0,10.1,14.7,113.6,97.8,0.641,0.654,30.9,1.2,6.2,13.9,9.4,0.019,0.011,0.12,0.156
27,Florida State,Phil,Cofer,32,2,12.5,14.1,91.7,106.2,0.506,0.488,23.8,19,6.1,11,7.9,0.027,0.006,0.008,0.212
28,Louisville,Tyler,Sharpe,7,0,1.6,40.4,-,99.6,0.125,0.125,0,75,10,20.1,14,0.151,0,0,0.111
29,Louisville,Jay,Henderson,17,0,2.1,26.5,100,92.7,0.422,0.344,25,50,0,9.5,4.4,0.155,0.051,0,0.053
30,Louisville,Donovan,Mitchell,34,33,32.3,24.6,114.1,93.7,0.538,0.498,24.3,50.9,3.7,12.9,7.7,0.16,0.038,0.017,0.102
31,Louisville,Tony,Hicks,23,1,10,24.4,88.5,98,0.463,0.426,33.3,24.7,1,10.5,5.3,0.148,0.026,0.005,0.184
32,Louisville,Ryan,McMahon,28,0,6.3,21.4,111.7,99.6,0.537,0.492,23.3,86.7,1.3,7.5,4.1,0.166,0.02,0.013,0.131
33,Louisville,Quentin,Snider,28,28,31.3,21.4,113.6,103.2,0.515,0.478,27.2,49.8,2.8,6.7,4.4,0.233,0.012,0,0.111
34,Louisville,Deng,Adel,33,30,30.1,21,111.4,99.2,0.532,0.488,28.7,38,2.6,13.8,7.6,0.128,0.012,0.014,0.107
35,Louisville,V.J.,King,33,7,13.5,20.6,112.3,100.6,0.556,0.489,40.3,27.3,4.2,12.7,7.9,0.064,0.009,0.008,0.119
36,Louisville,Matz,Stockman,18,0,4.1,20.4,116.1,96.8,0.657,0.647,88.2,0,17.9,13.4,14.6,0.074,0.016,0.03,0.229
37,Louisville,Mangok,Mathiang,33,19,20.8,19.3,115.2,94,0.564,0.531,38.8,0,13.7,18.2,14.8,0.064,0.015,0.061,0.142
38,Louisville,Jaylen,Johnson,34,26,20.5,18.6,118.4,96.6,0.62,0.6,48.9,3.9,14.4,16.7,14.5,0.048,0.014,0.027,0.167
39,Louisville,Ray,Spalding,34,8,19.2,16,110.4,92.2,0.596,0.59,57.5,2.2,11,20.8,14.8,0.072,0.02,0.05,0.204
40,Louisville,Anas,Mahmoud,31,15,18.7,15.3,111.2,89.4,0.607,0.623,42.6,0,9.1,14.5,11,0.08,0.028,0.126,0.195
41,Louisville,David,Levitch,32,3,9.3,11.1,117.5,99.5,0.494,0.491,24.1,63,4.1,10.1,6.6,0.156,0.02,0,0.105
42,Notre Dame,Patrick,Mazza,4,0,1,39.3,-,88.7,0.5,0.5,0,0,0,28.5,13.4,0,0,0.262,0.333
43,Notre Dame,Matt,Gregory,5,0,1.2,34.9,-,115.1,0,0,0,100,0,0,0,0,0,0,0
44,Notre Dame,Bonzie,Colson,36,36,32.1,25.9,125.1,96.8,0.605,0.555,40.1,13.4,10.6,25.4,16.8,0.102,0.021,0.045,0.077
45,Notre Dame,Matt,Farrell,36,36,34.4,22,113,106.7,0.59,0.553,26.6,50.3,0.9,5.8,3.1,0.294,0.025,0.004,0.175
46,Notre Dame,V.J.,Beachem,36,36,34.2,21.9,107.6,104.7,0.549,0.52,16.5,54.4,2.2,11.4,6.4,0.048,0.016,0.032,0.078
47,Notre Dame,Matt,Ryan,36,0,7.9,21.3,116.4,107.3,0.633,0.616,10.1,83.8,2.5,10.4,6,0.093,0.013,0.004,0.112
48,Notre Dame,Steve,Vasturia,36,36,34.6,20,114.2,105.6,0.566,0.511,26.7,43.3,2.4,10.6,6.1,0.175,0.02,0.003,0.12
49,Notre Dame,Temple,Gibbs,36,1,15,18.5,108.1,104.4,0.519,0.438,43.4,39,2.6,8.7,5.3,0.197,0.029,0.004,0.147
50,Notre Dame,Martinas,Geben,34,23,12.4,12.5,127.5,100.4,0.684,0.646,46.2,0,11.8,19.8,14.6,0.103,0.019,0.027,0.22
51,Notre Dame,Rex,Pflueger,35,11,21.4,11.9,112.9,103.3,0.563,0.545,21.8,51.1,2.8,11.9,6.9,0.118,0.025,0.017,0.141
52,Notre Dame,Elijah,Burns,11,0,4,11.3,125.3,101.8,0.598,0.25,200,25,13.4,12.9,12.2,0.035,0.027,0.024,0.21
53,Notre Dame,John,Mooney,12,0,3.8,11.3,160.3,96.7,0.788,0.75,25,50,15.4,32.2,22.1,0.076,0.013,0.023,0.101
54,Notre Dame,Austin,Torres,36,1,7.3,11,108.9,102.3,0.523,0.553,47.4,0,10.4,13.5,11.1,0.045,0.021,0.032,0.164
55,Duke,Jayson,Tatum,29,27,33.3,26.1,110.1,97.2,0.573,0.507,38.1,32.1,4.9,19.7,11.8,0.124,0.023,0.032,0.151
56,Duke,Brennan,Besser,1,0,2,25.1,-,110.4,0,0,0,100,0,0,0,0,0,0,0
57,Duke,Grayson,Allen,34,25,29.6,25,115.1,104.3,0.576,0.508,44.5,62.2,2.7,11.3,6.7,0.215,0.015,0.002,0.148
58,Duke,Luke,Kennard,37,36,35.5,24,128.9,103.8,0.636,0.579,38.6,41.4,3.9,12.1,7.6,0.136,0.014,0.009,0.094
59,Duke,Frank,Jackson,36,16,24.9,21,117.6,105.9,0.605,0.564,36.3,45.9,3.1,8.2,5.4,0.126,0.013,0.002,0.131
60,Duke,Harry,Giles,26,6,11.5,17.9,114.6,96.1,0.576,0.577,30.8,0,16.4,21.5,17.8,0.056,0.017,0.053,0.169
61,Duke,Amile,Jefferson,35,35,29.7,16.9,125.1,96.9,0.635,0.613,60.1,0,9.7,22,15.1,0.093,0.013,0.059,0.14
62,Duke,Marques,Bolden,24,1,6.5,15.9,91.8,104.2,0.48,0.457,22.9,0,10.7,8.3,8.8,0.022,0.007,0.042,0.222
63,Duke,Antonio,Vrankovic,13,0,7.8,15.3,128.1,101.7,0.692,0.684,57.9,0,19,19.5,18,0.088,0,0.037,0.227
64,Duke,Jack,White,10,0,6.1,14.3,125.4,100.3,0.784,0.722,111.1,22.2,3.9,19.7,11.4,0.028,0.01,0.031,0.23
65,Duke,Nick,Pagliuca,5,0,1.6,12.6,-,112.5,0,0,0,100,0,0,0,0.363,0,0,0
66,Duke,Javin,DeLaurier,12,0,7.1,12.3,98.8,95.2,0.745,0.818,36.4,9.1,11.3,19.3,14.4,0.02,0.027,0.044,0.385
67,Duke,Matt,Jones,37,33,32.9,12,108.9,103,0.519,0.504,10.9,61.3,3.7,6,4.6,0.097,0.03,0.005,0.141
68,Duke,Chase,Jeter,16,6,14.9,11.6,94.3,99.7,0.541,0.5,103.8,0,9.1,11.5,9.6,0.04,0.017,0.067,0.31
69,Duke,Justin,Robinson,6,0,1.7,4.4,-,108.1,0.568,-,-,-,0,10.9,5.3,0,0,0,0
70,Virginia,Trevon,"Gross, Jr.",11,0,2.4,37,39.2,88.4,0.121,0.125,8.3,66.7,15.2,9.7,11.2,0.135,0.052,0,0.243
71,Virginia,Justice,Bartley,10,0,2.7,32.2,58.2,88,0.455,0.5,22.2,55.6,0,32.9,15.2,0.081,0,0.051,0.336
72,Virginia,Austin,Nichols,1,0,16,30.4,135.9,94.3,0.661,0.571,42.9,14.3,0,23.8,11,0,0,0,0
73,Virginia,Marial,Shayok,34,14,20.6,27.6,98.9,91.9,0.514,0.48,19.9,21.3,2.2,12.6,6.8,0.108,0.029,0.02,0.109
74,Virginia,London,Perrantes,34,34,32.1,24.1,109.7,96.7,0.548,0.506,25.8,49.3,1.3,10.6,5.5,0.247,0.015,0.003,0.129
75,Virginia,Kyle,Guy,34,6,18.6,22.3,114.2,97,0.581,0.563,17.1,50.2,1,10.4,5.3,0.152,0.014,0.002,0.087
76,Virginia,Jarred,Reuter,32,0,10.8,21.4,107.2,94.2,0.611,0.58,28.4,0,9.9,15.8,11.7,0.126,0.014,0.008,0.214
77,Virginia,Devon,Hall,34,34,27.4,19.4,105.8,94.3,0.517,0.473,27.3,35.1,3.1,17.3,9.4,0.139,0.013,0.006,0.113
78,Virginia,Darius,Thompson,33,15,20.8,19.1,105.9,93.5,0.539,0.523,25,43,1.1,8.9,4.6,0.215,0.027,0.024,0.147
79,Virginia,Ty,Jerome,34,4,13.9,18.3,109.1,93.2,0.623,0.605,16.4,66.4,0.3,14.5,6.8,0.212,0.021,0.006,0.203
80,Virginia,Jeff,Jones,5,0,3.6,16.2,-,98.2,0.5,0.5,0,66.7,7.3,14.1,9.7,0,0,0,0.4
81,Virginia,Mamadi,Diakite,32,1,14,15.6,111.9,88.6,0.568,0.56,35.9,12,8.2,15.2,10.7,0.027,0.012,0.12,0.109
82,Virginia,Isaiah,Wilkins,33,28,26.5,14.8,119.5,88.1,0.599,0.568,35.2,4.3,11.7,17.4,13.3,0.084,0.025,0.068,0.154
83,Virginia,Jack,Salt,34,34,18.4,12.5,111.9,91.9,0.559,0.559,48.4,0,11.1,17.2,12.9,0.039,0.012,0.049,0.157
84,Virginia Tech,Greg,Donlon,2,0,0.5,52.3,-,117.3,0,0,0,0,0,0,0,0,0,0,0
85,Virginia Tech,Zach,LeDay,33,5,29.4,26.7,121,104.8,0.625,0.554,63.2,11.8,11,18.5,14,0.086,0.011,0.035,0.123
86,Virginia Tech,Seth,Allen,32,5,28.9,23.4,110.5,109.9,0.654,0.626,35.6,42,1.1,8.1,4.5,0.229,0.016,0.004,0.215
87,Virginia Tech,Chris,Clarke,24,19,28.9,19.9,119.7,101.5,0.637,0.597,69.1,7.9,6.6,22.6,14.1,0.216,0.025,0.01,0.185
88,Virginia Tech,Justin,Robinson,33,33,31.5,19.2,109.2,110.1,0.568,0.494,55.4,45,2,9,5.4,0.27,0.013,0.006,0.214
89,Virginia Tech,Khadim,Sy,32,28,11.4,19.1,104,105.3,0.583,0.572,27.8,1,10,17.8,13.2,0.032,0.005,0.056,0.181
90,Virginia Tech,Ahmed,Hill,33,28,29.7,18.9,111.6,111,0.59,0.553,34.4,57.2,1.3,11.1,6.1,0.075,0.005,0.006,0.104
91,Virginia Tech,Johnny,Hamilton,3,0,7,16.5,173.1,99.4,0.828,1,150,0,18.6,5.3,10.7,0,0.056,0.049,0
92,Virginia Tech,Justin,Bibbs,33,33,31.3,15.3,108.7,111.9,0.562,0.542,15.9,61.5,1.5,8.7,5,0.091,0.006,0.003,0.109
93,Virginia Tech,Ty,Outlaw,33,14,17.7,14.8,124.1,107.3,0.688,0.682,6.8,80.1,2.2,15.9,8.9,0.034,0.009,0.019,0.091
94,Virginia Tech,Matt,Galloway,14,0,2.8,12.1,-,111.9,0.167,0.167,0,100,0,2.9,1.4,0.04,0.015,0,0
95,Miami (FL),Ja'Quan,Newton,30,28,31.4,27.4,96.1,101.6,0.517,0.468,40.1,12,2.3,10.8,6,0.236,0.023,0.001,0.201
96,Miami (FL),Davon,Reed,33,33,35.3,22.1,113.7,99.8,0.585,0.539,29,53.5,2.9,13.1,7.4,0.143,0.023,0.015,0.138
97,Miami (FL),Bruce,Brown,33,29,31.9,20.7,112.5,97.2,0.566,0.515,41.4,32.5,5.6,15.3,9.6,0.207,0.029,0.019,0.163
98,Miami (FL),Mike,Robinson,9,0,2.1,19.2,27.5,103.7,0.085,0,40,80,6.4,0,2.9,0,0.033,0,0.145
99,Miami (FL),Dewan,Huell,32,15,17.4,18.8,106.2,100.2,0.558,0.531,35.2,1.4,9.8,11.3,9.6,0.023,0.015,0.05,0.152
100,Miami (FL),Dejan,Vasiljevic,33,0,17.5,18.7,107.9,105.2,0.516,0.497,11,80.2,1.1,7.9,4.1,0.052,0.012,0.002,0.064
101,Miami (FL),Ebuka,Izundu,32,9,13,18.2,108.4,98.8,0.579,0.541,42.9,0,13.7,14,12.6,0.03,0.01,0.067,0.188
102,Miami (FL),Anthony,"Lawrence, Jr.",33,18,26,15.3,106.2,97.7,0.559,0.517,35.8,57.2,3.8,13.2,7.8,0.126,0.031,0.02,0.19
103,Miami (FL),Rodney,Miller,15,0,3.8,14.8,103.1,105.6,0.468,0.455,81.8,0,8.6,10.3,8.6,0,0,0.02,0.063
104,Miami (FL),Kamari,Murphy,33,33,29.4,14.7,102.4,99.6,0.533,0.508,36.5,0.5,9.9,19.5,13.5,0.038,0.008,0.026,0.186
105,Miami (FL),Chris,Stowell,6,0,1.7,5.3,-,101.6,0,0,0,100,0,23.4,10.8,0,0,0,0
106,Syracuse,Doyin,Akintobi-Adeyeye,13,0,1.5,38.8,78.6,97.9,0.437,0.455,9.1,0,25.1,11.5,16.4,0,0.031,0.125,0.208
107,Syracuse,Jonathan,Radner,4,0,1.5,34.1,-,99.4,0,0,0,66.7,0,36.4,17.3,0.511,0,0,0.25
108,Syracuse,Adrian,Autry,12,0,1.4,28.4,87.6,91.9,0.424,0.444,11.1,77.8,0,19.3,9.1,0,0.07,0,0
109,Syracuse,Taurean,Thompson,34,21,17.9,26.5,106.5,101.6,0.575,0.553,31.9,6.7,9.2,14.8,11,0.071,0.023,0.065,0.139
110,Syracuse,"III,",White,34,34,37.2,23,117.5,105.4,0.612,0.565,31.3,61.6,2.6,11.2,6.5,0.061,0.026,0.011,0.098
111,Syracuse,Ky,Feldman,9,0,1.6,21.9,-,113.8,0.417,0.417,0,83.3,8.5,7.8,7.4,0.28,0,0,0
112,Syracuse,DaJuan,Coleman,17,13,15.6,21.1,99.2,101.2,0.556,0.535,49.3,1.4,14,20.6,15.8,0.022,0.016,0.04,0.21
113,Syracuse,Frank,Howard,33,14,16.2,21,96.8,103.2,0.459,0.417,38.1,41,4,7.6,5.3,0.402,0.042,0.011,0.26
114,Syracuse,Shaun,Belbey,12,0,1.5,19.9,-,117.7,0.2,0.2,0,40,0,0,0,0.186,0,0,0.286
115,Syracuse,John,Gillon,34,23,29.9,18.9,117.4,108.2,0.588,0.516,42.2,50.4,1.5,5.4,3.2,0.33,0.029,0.001,0.192
116,Syracuse,Tyus,Battle,34,25,30.7,18.2,114.2,108.1,0.58,0.536,30.4,56,1.3,6.4,3.6,0.105,0.025,0.009,0.105
117,Syracuse,Tyler,Lydon,34,34,36.1,17.9,119.7,101.8,0.605,0.55,36.4,38.9,7.7,19.2,12.4,0.108,0.017,0.047,0.138
118,Syracuse,Evan,Dourdas,3,0,1,17,-,117.7,-,-,-,-,0,0,0,0,0,0,1
119,Syracuse,Tyler,Roberson,34,6,20.4,14.6,107.7,103.4,0.557,0.566,41.2,0,11,16.3,12.5,0.08,0.015,0.046,0.187
120,Syracuse,Mike,Sutton,7,0,1.7,14.6,50,104,0,0,50,100,9.9,27.3,17.3,0.255,0,0,0.291
121,Syracuse,Ray,Featherston,3,0,1.3,12.8,-,117.7,1.5,1.5,0,100,0,0,0,0,0,0,0
122,Syracuse,Paschal,Chukwu,7,0,15.4,10.9,71.3,97.5,0.463,0.667,100,0,12.2,18.2,13.9,0.031,0.017,0.154,0.436
123,Wake Forest,John,Collins,33,33,26.6,29.7,128.7,104.7,0.668,0.622,58.5,0.3,16.4,25.7,19.4,0.045,0.014,0.065,0.114
124,Wake Forest,Donovan,Mitchell,4,0,1.8,27.1,62.8,115.2,0.798,1,200,0,0,16.1,7.5,0,0,0,0.515
125,Wake Forest,Bryant,Crawford,33,33,31.8,25,117.6,109.7,0.578,0.508,44.6,40.4,1.2,12.3,6.3,0.322,0.026,0.009,0.141
126,Wake Forest,Anthony,Bilas,3,0,0.7,24.4,-,118.7,0,0,0,0,0,0,0,0,0,0,0
127,Wake Forest,Aaron,Spivey,2,0,1,21.5,-,101.1,0.568,-,-,-,0,56.3,26.3,0,0,0,0
128,Wake Forest,Rich,Washington,8,0,2.1,20.1,-,115.4,0.167,0.167,0,66.7,0,13.3,6.2,0.276,0,0,0.143
129,Wake Forest,Keyshawn,Woods,33,22,30.5,19.3,118.2,113.6,0.605,0.575,26.9,36.7,2.7,13,7.3,0.21,0.01,0,0.143
130,Wake Forest,Dinos,Mitoglou,33,32,24.6,18.9,109,108.7,0.556,0.486,45.7,39.4,8.5,19.9,13.1,0.061,0.014,0.03,0.156
131,Wake Forest,Doral,Moore,31,0,8.4,18.5,92.3,105.8,0.539,0.525,49.2,0,11.2,19.1,14,0.007,0.004,0.115,0.244
132,Wake Forest,Brandon,Childress,33,0,21.5,17.9,100,112,0.509,0.432,47.5,43.5,1,10.3,5.3,0.164,0.022,0.002,0.18
133,Wake Forest,Austin,Arians,33,33,22.8,15.4,127.8,114.9,0.649,0.619,18.4,71.1,2.5,6.9,4.3,0.085,0.013,0.004,0.088
134,Wake Forest,Mitchell,Wilbekin,32,10,24.8,13.7,115.4,114.3,0.553,0.489,31.6,65.5,0.7,6,3.1,0.1,0.018,0.003,0.094
135,Wake Forest,Sam,Japhet-Mathias,17,0,4,12.8,85.7,111.2,0.551,0.5,20,0,12,13.3,11.6,0.024,0,0.065,0.391
136,Wake Forest,Troy,Rike,5,0,1.2,11.7,143.7,99.7,0.694,1,100,0,19.4,56.3,35.1,0,0,0,0
137,Wake Forest,Greg,McClinton,26,1,7.1,10.3,98.2,114.2,0.514,0.537,18.5,3.7,12.6,7.9,9.4,0.009,0.012,0.006,0.255
138,Wake Forest,Trent,VanHorn,22,1,2.4,8.2,95.9,117,0.51,0.4,40,0,2.2,8.5,5,0.143,0,0,0.338
139,Wake Forest,Britton,Anderson,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,Georgia Tech,Norman,Harris,4,0,1.8,36.3,-,108.6,0.25,0.25,0,0,16.7,0,7.3,0,0,0,0.2
141,Georgia Tech,Tadric,Jackson,36,5,23.8,28.8,95.8,101.4,0.514,0.499,27.4,32.5,1.8,8.3,4.8,0.183,0.016,0.009,0.124
142,Georgia Tech,Josh,Okogie,37,37,30.8,27.3,106.5,96.1,0.558,0.486,56.3,17.1,5.7,13.6,9.1,0.121,0.025,0.025,0.126
143,Georgia Tech,Shaheed,Medlock,3,0,2,25.4,-,98.9,0.333,0.333,0,0,0,17.6,8.5,0,0,0,0
144,Georgia Tech,Christian,Matthews,15,0,7.3,24.9,101.6,101.2,0.533,0.462,51.3,35.9,2.1,6.7,4.2,0.076,0.016,0.029,0.112
145,Georgia Tech,Ben,Lammers,37,37,35.4,20.9,110.9,91.1,0.556,0.517,32,0.5,9.9,18.7,13.4,0.133,0.019,0.101,0.119
146,Georgia Tech,Rand,Rowland,8,0,2,19.1,-,106.4,0.333,0.333,0,0,21.9,6.6,12.8,0.227,0,0,0.5
147,Georgia Tech,Quinton,Stephens,37,37,33.3,19,95,94,0.495,0.461,26.8,54.8,4.7,20,11.8,0.128,0.021,0.023,0.157
