,Team,First_name,Last_name,GP,GS,MPG,USG_P,OFF_RTG,DEF_RTG,TS_P,EFG_P,FT_RATE,3FG_TEND,OFF_REB_P,DEF_REB_P,REB_P,AST_P,STL_P,BLK_P,TO_P
597,Creighton,Kobe,Paras,15,0,4.7,20.5,82.2,99.3,0.399,0.409,31.8,45.5,6.9,16.8,11.2,0.065,0.016,0.015,0.138
598,Creighton,Khyri,Thomas,35,35,31.2,19.3,115.5,98.4,0.604,0.576,23.8,36.2,5.8,14.5,9.7,0.172,0.026,0.014,0.164
599,Creighton,Jordan,Scurry,11,0,2.8,19.1,-,101.1,0.667,0.667,0,83.3,0,13.8,6.8,0.224,0.018,0,0
600,Creighton,Ronnie,Harrell,26,0,7.3,17.8,119.5,98.6,0.565,0.521,59.6,25.5,10.1,18.5,13.5,0.154,0.018,0.016,0.132
601,Creighton,Davion,Mintz,29,12,12.2,17.6,93.6,101,0.513,0.442,42.3,32.1,0.3,9.3,4.7,0.214,0.023,0.012,0.269
602,Creighton,Cole,Huff,35,35,23,17,120.7,102,0.626,0.591,24.3,58.3,2.8,15.6,8.9,0.043,0.01,0.005,0.08
603,Creighton,Toby,Hegner,35,0,16.7,13.2,121.7,100.2,0.614,0.597,33.9,58.1,5.3,16.8,10.6,0.041,0.012,0.016,0.089
604,Creighton,Tyler,Clement,30,0,8.8,11.8,92.6,102,0.591,0.586,20,54.3,0.5,10.9,5.6,0.204,0.017,0.004,0.396
605,Creighton,Isaiah,Zierden,35,4,20,10.7,120.4,103.9,0.664,0.603,35.7,88.4,0.7,9.9,5.2,0.059,0.012,0.003,0.145
606,Seton Hall,Khadeen,Carrington,33,32,33.3,26.4,109.4,104,0.542,0.494,37.4,37,1.9,8.6,4.8,0.183,0.02,0.01,0.126
607,Seton Hall,Desi,Rodriguez,33,33,31.9,26.1,105,103,0.524,0.497,30.4,32.3,4.4,13.9,8.4,0.117,0.015,0.014,0.122
608,Seton Hall,Angel,Delgado,33,33,33,24.5,109,99.2,0.56,0.543,54,0,16.6,27.7,20.4,0.142,0.011,0.011,0.181
609,Seton Hall,Myles,Powell,33,2,23.8,22.3,111.7,103.7,0.539,0.505,19.9,68.1,2.6,8,4.9,0.073,0.022,0.008,0.089
610,Seton Hall,Eron,Gordon,18,0,4.1,21.3,92.3,100.8,0.428,0.404,7.7,42.3,7.5,15.6,10.6,0.159,0.024,0,0.157
611,Seton Hall,Dalton,Soffer,11,0,2.7,21.1,-,105,0.25,0.25,0,100,0,7.6,3.4,0,0.02,0,0.077
612,Seton Hall,Myles,Carter,5,0,6.6,15.4,50.1,101.7,0.269,0.286,14.3,0,6.6,17.3,10.9,0,0.018,0,0.287
613,Seton Hall,Jevon,Thomas,10,0,9.3,14.7,41.1,92.4,0.234,0.227,81.8,27.3,1.2,11,5.5,0.136,0.069,0,0.465
614,Seton Hall,Madison,Jones,33,31,29.5,13,95.1,101.2,0.496,0.452,35.7,26.8,1.7,7.9,4.3,0.184,0.035,0.004,0.251
615,Seton Hall,Veer,Singh,9,0,9.3,12.9,67.1,105.3,0.349,0.267,33.3,80,2.6,16.3,8.6,0.019,0,0.013,0.225
616,Seton Hall,Michael,Nzei,33,14,18,11.2,118.1,102.8,0.662,0.659,72,0,11.3,12.5,11,0.021,0.012,0.032,0.212
617,Seton Hall,Ismael,Sanogo,28,19,22.3,9.5,91.7,97.9,0.468,0.445,52.1,4.1,8.2,19.9,12.9,0.056,0.023,0.031,0.263
618,Seton Hall,Rashed,Anthony,29,0,4.4,4.3,93.4,106.7,0.478,0.333,50,0,7.7,8,7.2,0,0.005,0.008,0.353
619,Seton Hall,Manny,Anderson,4,0,1.3,0,-,112.2,-,-,-,-,0,0,0,0,0,0,-
620,Seton Hall,Michael,"Dowdy, Jr.",6,1,1.5,0,-,107.9,-,-,-,-,0,12.7,5.7,0,0,0,-
621,Providence,Casey,Woodring,4,0,1.8,45.1,-,103.8,0.25,0.25,0,83.3,17,16.8,15.5,0,0,0,0
622,Providence,Rodney,Bullock,33,33,32.8,27.1,100.8,96.9,0.545,0.493,39.2,35.7,5,18,10.6,0.098,0.021,0.027,0.145
623,Providence,Ricky,Council II,5,0,4,23.7,-,103.2,0.25,0.25,0,100,0,17.6,8.2,0,0,0,0.333
624,Providence,Emmitt,Holt,32,28,27.5,22.9,112.6,98.6,0.593,0.56,42.5,21.4,7.4,15.6,10.6,0.083,0.015,0.031,0.117
625,Providence,Kyron,Cartwright,33,33,33.1,22.2,103.2,101.4,0.516,0.47,35.7,25.5,1.9,10.8,5.8,0.419,0.02,0.001,0.209
626,Providence,Isaiah,Jackson,33,11,16.7,18.3,105.6,99,0.595,0.553,38.3,35.3,2.6,14.5,7.9,0.151,0.02,0.018,0.188
627,Providence,Drew,Edwards,8,0,10.8,17.4,86.2,100.1,0.513,0.5,52.6,31.6,0,6.8,3.2,0.045,0.028,0.013,0.176
628,Providence,Maliek,White,33,0,11.5,16.8,83.9,99.1,0.462,0.452,13.1,44,1.6,8.7,4.7,0.222,0.032,0.006,0.265
629,Providence,Kalif,Young,33,5,13.1,16.8,91.4,97.3,0.499,0.518,54.1,1.2,12.7,16.3,13.3,0.06,0.017,0.043,0.239
630,Providence,Alpha,Diallo,33,16,21.4,16.6,99.5,99.1,0.519,0.438,57.9,25.5,5.4,12.2,8.1,0.106,0.025,0.008,0.184
631,Providence,Jalen,Lindsey,32,32,32.1,14.8,124.9,101.4,0.645,0.616,33.2,69.4,4.4,11.4,7.3,0.043,0.016,0.009,0.08
632,Providence,Tom,Planek,7,0,1.9,13.4,-,94.9,0,-,-,-,27.5,27.1,25.1,0,0,0.084,0.602
633,Providence,Ryan,Fazekas,30,7,11.8,13.3,105.6,101.1,0.536,0.525,11.3,73.8,0,11,5.1,0.049,0.019,0.006,0.056
634,Providence,Bryan,Donovan,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
635,Marquette,Markus,Howard,31,27,22,26.5,119.4,108.6,0.691,0.658,23.4,55.8,1.6,10.3,5.7,0.199,0.022,0.003,0.175
636,Marquette,Cam,Marotta,9,0,2.1,26.1,65.1,112.9,0.363,0.25,33.3,50,0,12.3,5.9,0.159,0,0,0.304
637,Marquette,JaJuan,Johnson,31,24,26,24.7,106,101.8,0.571,0.529,28.4,29.1,3.2,15.4,8.9,0.189,0.042,0.018,0.179
638,Marquette,Andrew,Rowsey,32,9,20.8,23.6,128.7,110,0.682,0.615,41.3,69.1,1.1,9.1,4.9,0.197,0.018,0.002,0.134
639,Marquette,Katin,Reinhardt,29,4,25.8,21.5,111.2,111,0.555,0.514,20.9,58.9,3.5,9,5.9,0.141,0.014,0.004,0.122
640,Marquette,Sandy,"Cohen, III",3,0,6.3,21.1,-,107,0,0,0,0,6.5,12.3,8.9,0.074,0,0.11,0.5
641,Marquette,Harry,Froling,10,0,14.6,20.2,90.1,94.4,0.519,0.527,27,27,10.3,15.4,12,0.078,0.017,0.018,0.253
642,Marquette,Luke,Fischer,32,25,24,20.1,127.1,104.2,0.65,0.647,36.6,0,13.3,16.3,13.9,0.095,0.014,0.072,0.124
643,Marquette,Haanif,Cheatham,32,25,25.4,18.5,108.9,108.5,0.56,0.49,50.7,19.7,3.4,14.5,8.5,0.145,0.016,0.005,0.17
644,Marquette,Duane,Wilson,30,7,16.4,17.1,102.4,105.2,0.507,0.477,25,37.5,0.8,11.9,6.1,0.165,0.034,0.006,0.15
645,Marquette,Sam,Hauser,32,28,26.5,14.2,128.1,106,0.645,0.627,14.1,67.8,4.3,17.9,10.6,0.083,0.017,0.023,0.092
646,Marquette,Deon,Franklin,8,0,2,9.4,-,97.3,0,0,0,50,0,21.9,10.6,0,0.036,0.065,0.333
647,Marquette,Matt,Heldt,32,7,13.1,7.7,138.5,108.1,0.684,0.7,80,0,12.2,14.8,12.7,0.022,0.008,0.032,0.156
648,Xavier,Trevon,Bluiett,36,36,35.1,25.9,113,105.9,0.582,0.532,41.1,50.6,2.4,16.6,8.6,0.125,0.015,0.004,0.12
649,Xavier,Edmond,Sumner,21,20,33.1,23.8,112.3,103.8,0.58,0.507,64.5,20.9,1.8,13.5,7,0.303,0.023,0.027,0.176
650,Xavier,Leighton,Schrand,8,0,1,23.7,87.1,114.7,0.543,0,400,0,0,0,0,0,0,0,0.266
651,Xavier,J.P.,Macura,38,38,33.5,22.5,112.2,105.3,0.558,0.502,37.6,44.8,4.6,10.8,7,0.172,0.025,0.007,0.136
652,Xavier,Sean,O'Mara,38,8,13.8,20.4,120.5,105.1,0.64,0.607,54.5,0,11.4,14.6,11.9,0.093,0.014,0.029,0.151
653,Xavier,RaShid,Gaston,38,18,18.2,20.2,115.8,104.2,0.596,0.59,46.7,0,15.7,22.5,17.4,0.07,0.005,0.032,0.149
654,Xavier,Tyrique,Jones,37,13,11,19.6,112,103.5,0.595,0.602,36.3,0,16.6,16.2,15,0.057,0.013,0.046,0.171
655,Xavier,Myles,Davis,3,0,11.3,17.4,20.6,108.4,0.102,0,50,75,0,6.9,3.1,0,0.017,0,0.17
656,Xavier,Quentin,Goodin,38,18,24.1,16.9,86.3,106.5,0.42,0.383,36.5,25.5,0.8,9.1,4.5,0.252,0.022,0.008,0.242
657,Xavier,Kaiser,Gates,33,4,21,14.6,111.6,106.1,0.537,0.509,22.1,72.4,6.2,16.3,10.3,0.058,0.013,0.008,0.11
658,Xavier,Malcolm,Bernard,38,35,28,13.4,103.4,105.4,0.549,0.532,30.3,58.2,5.2,11.9,7.8,0.096,0.021,0.013,0.197
659,Xavier,Cullen,Barr,9,0,0.9,12.6,-,115.3,0,0,0,50,0,0,0,0,0,0,0
660,Xavier,Tim,Stainbrook,13,0,2.8,6.8,-,109.8,0.3,0.3,0,100,0,9.5,4.3,0.088,0,0.032,0
661,Xavier,Alex,Bergen,7,0,1,0,-,109.7,-,-,-,-,16.7,16.8,15.3,0,0,0,-
662,Xavier,Conor,Peterson,8,0,0.9,0,-,104.2,-,-,-,-,0,33.6,15.3,0,0,0,-
663,St. John's,Elijah,Holifield,7,0,1.9,32.6,100.1,85.7,0.654,0.75,33.3,50,0,8.5,3.8,0.442,0.126,0,0.225
664,St. John's,Bashir,Ahmed,33,33,26.7,27.3,98.1,108.2,0.516,0.467,43.3,40.8,7.2,15.2,10.1,0.092,0.011,0.022,0.149
665,St. John's,Marcus,LoVett,30,25,31.6,24.6,108.9,109.6,0.581,0.534,32.7,36.6,2,8.2,4.6,0.248,0.023,0.001,0.162
666,St. John's,Shamorie,Ponds,33,33,33.6,24.1,114.7,106,0.576,0.525,32.4,46,3.7,10.8,6.5,0.19,0.034,0.007,0.111
667,St. John's,Brandon,Lawrence,2,0,1,23.9,-,118.2,1,1,0,0,0,0,0,0,0,0,0
668,St. John's,Federico,Mussini,30,1,19.2,19.5,109.9,110.9,0.595,0.559,21.8,69.7,1.1,8.9,4.5,0.086,0.016,0,0.123
669,St. John's,Justin,Cole,2,0,2.5,18,0,109.5,0,0,200,0,0,22.2,9.9,0,0,0,0
670,St. John's,Malik,Ellison,33,26,24.8,17,98.2,108,0.522,0.495,39.9,44.4,2.9,11.7,6.6,0.185,0.021,0.01,0.202
671,St. John's,Darien,Williams,24,0,11.9,15.5,109.3,104.6,0.593,0.54,52.4,1.6,7.1,16.8,10.8,0.026,0.019,0.039,0.162
672,St. John's,Tariq,Owens,32,8,18.8,14.2,109.4,100.2,0.553,0.504,37.2,1.6,10.5,19.6,13.6,0.046,0.017,0.117,0.162
673,St. John's,Richard,Freudenberg,26,0,9.3,13.2,65.8,111.7,0.342,0.323,8.3,72.9,2.7,12.8,7,0.082,0.002,0.008,0.255
674,St. John's,Kassoum,Yakwe,33,31,20.5,12.4,94.9,106.8,0.469,0.425,49.2,0,5.6,11.8,7.9,0.064,0.006,0.096,0.166
675,St. John's,Amar,Alibegovic,26,0,10.3,12.2,95.7,107.7,0.514,0.489,37,54.3,3.6,14.1,8,0.109,0.01,0.038,0.219
676,Georgetown,Rodney,Pryor,32,32,32.6,26.1,112.1,103.5,0.597,0.575,21.3,46.2,3.9,13,8.1,0.093,0.014,0.021,0.102
677,Georgetown,Jessie,Govan,32,21,21,25.7,104,99.1,0.567,0.54,32.4,14,7.1,19.3,12.6,0.154,0.014,0.048,0.161
678,Georgetown,L.J.,Peak,32,32,32.8,25,112.5,104.6,0.602,0.529,54.7,28.9,3.9,9.1,6.1,0.226,0.019,0.012,0.166
679,Georgetown,Ra'Mond,Hines,5,0,1.4,20.8,53.8,113.7,0.266,0,200,100,0,0,0,0.228,0,0,0.347
680,Georgetown,Bradley,Hayes,26,11,13.1,19.8,93.2,97.3,0.519,0.534,36.4,0,11.6,21.8,15.6,0.127,0.014,0.062,0.233
681,Georgetown,Trey,Mourning,10,0,1.8,19.3,127.8,99.2,0.581,0.5,33.3,0,6.8,23.8,14.6,0,0,0.056,0
682,Georgetown,Marcus,Derrickson,28,17,23.8,18.2,110,103.1,0.576,0.523,33,52.8,6.3,14.4,9.7,0.117,0.01,0.027,0.155
683,Georgetown,Akoy,Agau,32,8,15,17.2,102.1,98,0.64,0.524,80.7,16.9,8.7,22.8,14.9,0.109,0.008,0.059,0.308
684,Georgetown,Tre,Campbell,21,0,14,15.4,94.2,104.6,0.505,0.475,34.4,57.4,1.3,8.4,4.7,0.174,0.024,0,0.213
685,Georgetown,Jagan,Mosely,31,20,20,13.7,100.2,103.5,0.521,0.418,67,38.1,1.8,10.4,5.8,0.224,0.021,0.008,0.251
686,Georgetown,Reggie,Cameron II,17,0,8.1,13,91.2,105.6,0.529,0.522,43.5,78.3,1.8,10.9,6.1,0.09,0.013,0.007,0.226
687,Georgetown,Kaleb,Johnson,31,2,10.7,12.9,103,103.1,0.501,0.471,86.5,23.1,8.1,12.2,9.5,0.07,0.019,0.009,0.153
688,Georgetown,Jonathan,Mulmore,32,12,20.2,11.5,97.5,106.8,0.521,0.417,71.4,34.5,1.3,6.1,3.6,0.16,0.015,0.006,0.251
689,Georgetown,George,Muresan,5,0,1.2,8.4,-,92.8,0,0,0,100,0,0,0,0,0.096,0,0
690,DePaul,Billy,Garrett Jr.,32,32,29.3,29.3,100.4,109.8,0.544,0.445,49.3,31.3,1.5,10.7,5.3,0.251,0.023,0.007,0.193
691,DePaul,Eli,Cain,32,32,33.1,27.1,100.3,109.7,0.507,0.458,36.2,34.8,3.4,13.3,7.4,0.181,0.018,0.014,0.135
692,DePaul,Darrick,Wood,19,0,10.2,26.2,93.8,111.8,0.493,0.48,30.7,32,4.7,11.7,7.3,0.142,0.012,0.006,0.15
693,DePaul,R.J.,Curington,19,0,9.5,21.9,108.4,108,0.585,0.528,38.9,40.7,10.7,13.9,11.2,0.133,0.023,0.021,0.192
694,DePaul,Devin,Gage,31,0,11.2,20.1,94.1,107,0.538,0.5,30.5,22.1,2,6.9,3.9,0.165,0.037,0.025,0.218
695,DePaul,Chris,Harrison-Docks,26,0,19.5,18.5,97.3,114,0.519,0.493,10.5,75.7,1.3,3.5,2.1,0.084,0.017,0,0.145
696,DePaul,Tre'Darius,McCallum,32,32,31,18.1,99.9,103.6,0.511,0.482,19.6,27.9,5.6,21.2,11.9,0.091,0.029,0.032,0.146
697,DePaul,Brandon,Cyrus,32,32,26.3,15.9,91.5,109.9,0.458,0.405,35.3,20.5,7,12.1,8.6,0.067,0.02,0.01,0.173
698,DePaul,Levi,Cook,25,0,10.9,13.8,98.4,110.9,0.614,0.604,27.1,0,10.8,14.7,11.5,0.022,0.002,0.045,0.281
699,DePaul,Erten,Gazi,13,0,4.2,12.6,136.1,110.6,0.836,0.778,44.4,44.4,6.2,18.2,10.9,0.074,0.011,0,0.218
700,DePaul,Al,Eichelberger,26,0,8.2,10.7,106.6,111.7,0.641,0.762,152.4,0,8,10.6,8.5,0.009,0.006,0.047,0.222
701,DePaul,Joe,Hanel,32,32,25.7,9.6,110.2,111,0.638,0.649,53.2,0,9.2,13.3,10.2,0.055,0.01,0.019,0.256
702,DePaul,David,Leitao III,2,0,2.5,0,-,110.7,-,-,-,-,0,25.1,10.9,0,0,0,-
703,DePaul,Austin,Grandstaff,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
704,DePaul,Peter,Ryckbosch,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
705,DePaul,Max,Strus,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
706,Purdue,Isaac,Haas,35,15,19.5,31.4,109.6,96.6,0.635,0.587,63.8,0,11.5,18,13.9,0.064,0.008,0.038,0.183
707,Purdue,Caleb,Swanigan,35,35,32.5,28,115.2,92.3,0.629,0.572,49.9,20.2,10.7,32.7,20.9,0.189,0.008,0.025,0.187
708,Purdue,Carsen,Edwards,35,21,23.3,26.7,94.1,97.8,0.49,0.455,22.1,43,2.2,10.4,6.1,0.142,0.026,0.004,0.148
709,Purdue,Tommy,Luce,15,0,1.7,24.9,28.3,102.2,0.079,0,60,20,0,0,0,0.231,0.023,0,0.487
710,Purdue,Vincent,Edwards,35,27,28.6,21.5,120.4,99.5,0.598,0.558,27.1,33.7,8.4,11.7,9.4,0.21,0.012,0.019,0.138
711,Purdue,Basil,Smotherman,18,0,12.1,16.5,108.5,97.4,0.595,0.593,20.4,24.1,4.1,11.6,7.6,0.125,0.024,0.005,0.169
712,Purdue,Dakota,Mathias,35,35,31.8,14.5,121.3,99.3,0.634,0.614,15.5,63.3,1.3,12.3,6.7,0.204,0.016,0.004,0.162
713,Purdue,Jon,McKeeman,16,0,1.8,14.2,66.2,98.3,0.425,0.5,40,40,4.5,0,2,0,0.042,0,0.254
714,Purdue,Ryan,Cline,31,7,21.4,12.2,116.5,101.7,0.605,0.593,8.2,81.3,1,9.4,5.1,0.124,0.01,0.005,0.137
715,Purdue,P.J.,Thompson,35,35,28.6,11.9,128.9,100.9,0.613,0.594,23,69.1,3,5.4,4,0.168,0.021,0.001,0.11
716,Purdue,Grady,Eifert,15,0,2.9,10.5,169.7,98.6,0.815,0.857,71.4,0,8.6,12.5,9.9,0,0.013,0.023,0
717,Purdue,Spike,Albrecht,28,0,12.5,8.4,117.3,99.9,0.466,0.341,46.3,63.4,4,9.4,6.4,0.156,0.018,0.003,0.154
718,Wisconsin,Ethan,Happ,37,37,27.8,26.7,115.1,86.1,0.583,0.586,43.5,0,13.3,25.4,17.7,0.233,0.041,0.047,0.154
719,Wisconsin,Nigel,Hayes,37,37,32.4,24.3,111.4,97.6,0.522,0.485,58.4,17.8,8,16.5,11.2,0.168,0.015,0.013,0.113
720,Wisconsin,Matt,Ferris,11,0,1,23.8,-,86.7,0,0,0,40,31.8,22.1,24.9,0.281,0.057,0,0
721,Wisconsin,Bronson,Koenig,36,35,31.4,23.6,114.8,101.6,0.568,0.538,14.6,60.6,0.6,7.6,3.7,0.133,0.013,0.012,0.1
722,Wisconsin,Charles,"Thomas, IV",28,0,6.3,23.6,92.8,100.1,0.494,0.407,37,11.1,9.2,15.1,11.1,0.064,0,0.026,0.213
723,Wisconsin,"Vliet,",Van,14,0,3.4,22.6,108.2,90.6,0.48,0.441,23.5,47.1,12.2,38,22.8,0.08,0,0.047,0.096
724,Wisconsin,Vitto,Brown,37,37,21,20,100.2,97.4,0.515,0.494,14.3,59.7,7.1,15,10.1,0.09,0.015,0.025,0.175
725,Wisconsin,D'Mitrik,Trice,37,2,18.3,18.4,105,99.3,0.518,0.484,20.7,49.5,1.2,11.1,5.6,0.171,0.019,0.005,0.156
726,Wisconsin,T.J.,Schlundt,13,0,1.6,16,67.7,102.6,0.233,0.167,16.7,66.7,5.6,5.8,5.2,0,0,0.054,0
727,Wisconsin,Khalil,Iverson,35,0,15.3,14.9,105.4,94.6,0.571,0.553,60.6,13.8,9.8,16.1,11.8,0.074,0.021,0.042,0.222
728,Wisconsin,Brevin,Pritzl,24,0,8.1,13.8,109.1,100,0.485,0.408,50,55.3,8.4,7.5,7.3,0.018,0.023,0,0.097
729,Wisconsin,Zak,Showalter,37,37,29.5,13.3,124.4,96.6,0.647,0.614,24.8,57.5,3.1,8.7,5.4,0.108,0.033,0.011,0.147
730,Wisconsin,Alex,Illikainen,27,0,8.3,11,101.3,100.2,0.402,0.378,32.4,43.2,8.3,13,9.8,0.068,0.008,0.015,0.106
731,Wisconsin,Jordan,Hill,35,0,9.9,10.1,100,101.2,0.457,0.435,16.7,64.8,2.3,10.8,6,0.078,0.011,0.003,0.134
732,Wisconsin,Aaron,Moesch,18,0,2.2,6.4,123.2,98.8,0.307,0.25,50,0,14.6,6.1,9.6,0.08,0.031,0,0
733,Maryland,Melo,Trimble,33,33,32.1,28.4,106.4,101.9,0.567,0.506,42.4,44.3,1,11.4,5.9,0.252,0.02,0.005,0.169
734,Maryland,Michal,Cekovsky,17,4,13.2,26,116.2,99.3,0.656,0.671,45.1,0,11,13.3,11.2,0.094,0.005,0.092,0.14
735,Maryland,Travis,Valmon,5,0,1.6,24.7,76.8,94.2,0.532,0,200,0,29.4,0,13.1,0,0.075,0,0.515
736,Maryland,Justin,Jackson,33,30,27.8,20.2,107.1,98.3,0.561,0.524,36,39.3,7.4,16.9,11.3,0.068,0.019,0.029,0.149
737,Maryland,Anthony,Cowan,33,33,29,19.9,109.9,100.8,0.571,0.48,68.1,35.4,3.6,11.5,7.1,0.246,0.025,0.005,0.203
738,Maryland,Dion,Wiley,20,0,10.3,19.2,97.1,103.4,0.483,0.449,23.7,67.8,5.7,10.2,7.4,0.101,0.012,0.02,0.156
739,Maryland,Jared,Nickens,33,1,10.2,17.6,96.1,106.5,0.489,0.464,12.2,80.6,2.1,7.5,4.5,0.045,0.007,0.006,0.112
740,Maryland,Damonte,Dodd,26,24,19.5,17.5,108.6,100.3,0.585,0.581,70.5,0,16.2,9.5,11.8,0.043,0.006,0.105,0.207
741,Maryland,Kevin,Huerter,33,33,29.4,16.9,110.1,98.9,0.556,0.544,10.6,66.3,2.7,16,8.8,0.178,0.02,0.024,0.143
742,Maryland,Jaylen,Brantley,33,0,16.8,16.5,103.3,102.7,0.513,0.493,23.6,57.6,1.9,10.9,6,0.11,0.018,0,0.117
743,Maryland,Ivan,Bender,32,5,14.3,16.1,118.1,100.7,0.671,0.663,47.4,0,8.3,16.9,11.7,0.126,0.007,0.027,0.202
744,Maryland,L.G.,Gill,33,2,12.7,14.5,113.2,104.3,0.533,0.47,72,12.2,7.3,11,8.5,0.04,0.007,0.012,0.092
745,Maryland,Andrew,Terrell,5,0,1.6,6.4,-,111.6,0,0,0,100,0,0,0,0.401,0,0,0
746,Minnesota,Nate,Mason,34,34,34.5,24.8,105.7,100,0.499,0.436,34.7,33.3,2,8.8,5,0.292,0.023,0.003,0.111
747,Minnesota,Ahmad,Gilbert,15,0,5,24.4,72.7,96.5,0.435,0.426,14.8,81.5,2.9,16.1,8.9,0.05,0.015,0.026,0.218
